47008	319.21
35328	381.89
36048	272.59
54142	177.5
1457	242.13
38312	202.31
17379	135.01
6841	86.92
51508	80.69
66049	74.39
65590	52.1
65618	54
8507	36.71
62310	158.26
8971	246.41
65674	96
49830	197.23
27873	21.34
21614	35.99
10173	182.69
50440	304.49
13038	158.66
30905	254.81
57560	357.16
41953	268.52
53927	293.79
31638	205.34
2990	413
59955	81.32
65713	52
31481	360
42980	35
51465	135
38314	158.4
43914	226.8
21693	143.28
